Year,Region,Technology,Hour,Fuel,value
2050,UK,Battery,16,Power,182.20146915092812
2030,DK,H2Tank,93,H2,0.0
2040,NO,Battery,104,Power,-0.0
2040,DK,H2Tank,95,H2,7.894736842105263
2020,FR,PHS,5,Power,-0.0
2030,FR,H2Tank,28,H2,6.889436647041668
2030,DK,H2Tank,69,H2,0.0
2040,FR,PHS,3,Power,295.5507580338706
2050,DE,PHS,46,Power,431.8390284842418
2020,DE,Battery,114,Power,0.0160777297264968
2050,NO,PHS,89,Power,312.1884836153619
2050,FR,PHS,65,Power,504.00519294706095
2040,DE,H2Tank,7,H2,72.2319865244474
2050,DK,PHS,10,Power,89.23971357975721
2020,NO,PHS,15,Power,-0.0
2040,DK,H2Tank,13,H2,11.890549390587436
2020,FR,PHS,102,Power,-0.0
2030,DE,H2Tank,59,H2,70.0
2020,FR,Battery,91,Power,49.94502749175166
2020,UK,H2Tank,49,H2,-0.0
2030,DE,Battery,13,Power,0.0
2050,DE,PHS,110,Power,569.7256511134135
2020,DE,PHS,81,Power,-0.0
2030,DE,PHS,98,Power,-0.0
2020,FR,Battery,45,Power,21.698877803563185
2040,NO,PHS,74,Power,-0.0
2030,DK,Battery,57,Power,55.036250261047506
2030,NO,Battery,20,Power,-0.0
2050,UK,H2Tank,24,H2,-0.0
2020,NO,PHS,88,Power,-0.0
2030,DE,PHS,86,Power,-0.0
2020,UK,Battery,52,Power,-0.0
2040,DK,Battery,42,Power,28.774892871495616
2050,DK,Battery,83,Power,80.12887645108864
2020,FR,Battery,12,Power,2.048978423746287
2020,UK,PHS,48,Power,-0.0
2050,DK,H2Tank,24,H2,7.5
2040,DK,PHS,39,Power,0.0
2030,FR,Battery,66,Power,9.929833692041576
2030,NO,PHS,106,Power,-0.0
2040,UK,H2Tank,108,H2,30.0
2020,UK,H2Tank,42,H2,-0.0
2020,DE,H2Tank,91,H2,9.957892906873246
2030,DE,Battery,50,Power,1.3481169578999983
2030,UK,Battery,30,Power,24.98449808052644
2020,NO,PHS,34,Power,-0.0
2040,FR,PHS,82,Power,283.10095170065034
2040,DE,Battery,89,Power,90.77992176364792
2020,DE,Battery,84,Power,0.016126037756930896
2020,DE,H2Tank,82,H2,20.48420869634693
2040,DK,PHS,53,Power,0.0
2030,NO,PHS,82,Power,-0.0
2030,DE,Battery,15,Power,0.0
2020,UK,Battery,73,Power,-0.0
2030,DE,H2Tank,106,H2,26.516772559187572
2040,FR,PHS,85,Power,282.2524978653026
2050,DE,Battery,77,Power,41.762263487452934
2050,UK,Battery,19,Power,82.0737920823624
2030,DE,Battery,76,Power,15.55859335093316
2050,FR,Battery,116,Power,200.08002000400066
2020,FR,H2Tank,119,H2,20.0
2050,NO,H2Tank,80,H2,11.765848208623526
2040,NO,PHS,37,Power,-0.0
2040,UK,Battery,90,Power,229.04336516000893
2030,NO,H2Tank,22,H2,-0.0
2040,NO,PHS,44,Power,-0.0
2020,DK,Battery,11,Power,6.706172756036135
2020,DK,Battery,66,Power,44.23050843698167
2040,FR,PHS,36,Power,205.17814816177537
2040,NO,H2Tank,35,H2,28.657496390315174
2020,UK,Battery,49,Power,-0.0
2040,NO,Battery,100,Power,-0.0
2030,NO,PHS,24,Power,-0.0
2020,DK,Battery,119,Power,21.676831415041505
2040,UK,H2Tank,98,H2,20.45040905917793
2020,UK,H2Tank,54,H2,2.3801332407666664
2050,DE,Battery,39,Power,82.38236756553601
2030,UK,H2Tank,53,H2,7.191205567925001
2030,UK,PHS,112,Power,-0.0
2020,NO,PHS,112,Power,-0.0
2030,DE,Battery,71,Power,8.410313093702632
2030,FR,Battery,104,Power,150.0
2050,UK,H2Tank,57,H2,25.39175440476354
2020,NO,PHS,76,Power,-0.0
2020,DE,H2Tank,62,H2,37.88930956363719
2030,DK,Battery,14,Power,22.51827790730262
2040,FR,Battery,113,Power,200.14005601680412
2040,DE,H2Tank,66,H2,90.27885420964913
2040,DE,Battery,75,Power,31.090346282646024
2040,DE,Battery,106,Power,79.33857445845426
2020,DE,Battery,48,Power,0.016184199028439303
2020,DK,Battery,18,Power,-0.0
2020,DK,PHS,57,Power,0.0
2050,FR,Battery,54,Power,0.0
2050,UK,PHS,27,Power,97.07390268828601
2020,FR,PHS,55,Power,-0.0
2020,NO,PHS,111,Power,-0.0
2030,DE,Battery,9,Power,0.0
2040,DE,PHS,3,Power,-0.0
2040,DE,Battery,43,Power,40.02453772539801
2030,UK,Battery,112,Power,43.16717857605917
2040,UK,H2Tank,83,H2,29.88461958549372
2030,NO,Battery,62,Power,-0.0
2040,DE,Battery,20,Power,-0.0
2020,UK,PHS,66,Power,-0.0
2030,FR,H2Tank,54,H2,46.99297432453333
2040,FR,Battery,37,Power,56.11293539719184
2040,UK,H2Tank,48,H2,0.0
2020,DK,H2Tank,71,H2,0.0
2040,NO,H2Tank,66,H2,70.95343139263161
2050,NO,H2Tank,62,H2,8.42598847712517
2050,DK,H2Tank,19,H2,7.5
2050,UK,H2Tank,73,H2,7.894736842105263
2020,FR,PHS,29,Power,-0.0
2050,NO,PHS,66,Power,267.3684815773742
2050,UK,H2Tank,1,H2,15.0
2030,FR,H2Tank,30,H2,30.023961584108328
2040,NO,H2Tank,51,H2,30.96355522814634
2040,DK,Battery,40,Power,29.936328362249228
2040,NO,PHS,36,Power,-0.0
2050,NO,H2Tank,26,H2,12.86333237238846
2030,DK,Battery,104,Power,10.494822707486637
2030,DE,Battery,107,Power,33.385343654813276
2020,FR,H2Tank,53,H2,19.071424857506276
2030,DK,PHS,40,Power,0.0
2040,DK,PHS,110,Power,0.0
2020,DK,PHS,111,Power,0.0
2040,DE,H2Tank,104,H2,37.29088625223025
2020,FR,PHS,106,Power,-0.0
2040,FR,H2Tank,78,H2,73.17921605751917
2030,DE,H2Tank,100,H2,5.464954670525162
2050,DE,H2Tank,84,H2,168.79862901785145
2040,NO,PHS,69,Power,-0.0
2050,FR,Battery,77,Power,0.0
2050,NO,Battery,91,Power,-0.0
2040,NO,H2Tank,99,H2,36.13847205708815
2030,UK,PHS,102,Power,-0.0
2030,NO,Battery,85,Power,-0.0
2040,FR,H2Tank,59,H2,100.0
2020,FR,H2Tank,41,H2,10.526315789473685
2030,FR,H2Tank,46,H2,9.210526315789473
2030,NO,Battery,31,Power,-0.0
2020,DE,H2Tank,80,H2,32.616663327575
2040,FR,H2Tank,17,H2,58.881578947368425
2040,UK,Battery,100,Power,279.1510559752074
2030,NO,Battery,57,Power,-0.0
2040,DK,H2Tank,67,H2,13.706140350877192
2020,DK,Battery,74,Power,14.094387928555914
2040,DE,PHS,112,Power,-0.0
2050,DE,PHS,29,Power,449.6859207039699
2040,DK,H2Tank,31,H2,15.0
2040,UK,H2Tank,70,H2,18.244314518771926
2030,DE,H2Tank,69,H2,13.595695541305473
2040,DK,H2Tank,102,H2,5.945471590701757
2030,DK,Battery,5,Power,45.11454962352191
2030,UK,PHS,92,Power,-0.0
2040,NO,PHS,68,Power,-0.0
2040,NO,Battery,55,Power,-0.0
2050,DK,H2Tank,38,H2,7.5
2050,UK,PHS,44,Power,140.06374058200026
2020,NO,H2Tank,49,H2,-0.0
2030,FR,H2Tank,95,H2,5.722453744123159
2040,NO,H2Tank,90,H2,50.75525548235131
2030,FR,PHS,12,Power,-0.0
2020,FR,H2Tank,44,H2,10.526315789473685
2030,NO,H2Tank,40,H2,4.688328537729321
2020,DE,PHS,61,Power,-0.0
2030,FR,H2Tank,115,H2,25.0
2030,DE,Battery,45,Power,0.0
2020,UK,PHS,28,Power,-0.0
2030,UK,Battery,61,Power,50.166378147832575
2040,NO,H2Tank,77,H2,71.87020428657497
2040,DK,Battery,53,Power,3.0600604541509115
2050,FR,Battery,60,Power,372.7613077649326
2050,UK,H2Tank,50,H2,25.39175440476354
2030,DK,Battery,31,Power,19.859538463171127
2020,UK,H2Tank,105,H2,9.244948479163412
2020,DE,PHS,51,Power,-0.0
2050,DE,PHS,84,Power,584.7403717803007
2040,DE,H2Tank,65,H2,106.40911202614035
2050,DK,PHS,92,Power,95.16774395815507
2020,DK,PHS,63,Power,0.0
2020,NO,Battery,86,Power,-0.0
2050,DK,H2Tank,98,H2,7.5
2030,UK,H2Tank,114,H2,6.0
2050,UK,Battery,108,Power,245.83922410224324
2040,UK,Battery,5,Power,84.74525093739464
2020,DE,Battery,94,Power,0.016109918973956167
2020,UK,Battery,65,Power,-0.0
2050,DE,PHS,7,Power,631.4720339882433
2020,DE,H2Tank,8,H2,6.965294632359005
2050,UK,PHS,52,Power,147.89328241347263
2040,UK,H2Tank,119,H2,22.894736842105264
2030,DE,PHS,49,Power,-0.0
2050,NO,Battery,45,Power,-0.0
2020,FR,Battery,51,Power,0.0
2040,DK,Battery,91,Power,3.773536286687566
2020,NO,Battery,46,Power,-0.0
2030,DE,PHS,100,Power,-0.0
2030,DK,Battery,77,Power,15.232192572830069
2040,FR,PHS,68,Power,258.7767339532264
2030,FR,H2Tank,5,H2,13.72344703689112
2040,DE,Battery,22,Power,-0.0
2040,FR,H2Tank,9,H2,32.47122947403993
2050,DE,PHS,97,Power,577.1841898777471
2020,FR,Battery,47,Power,19.369218247213475
2020,DE,Battery,59,Power,0.016166405308147627
2030,NO,PHS,83,Power,-0.0
2050,DK,PHS,3,Power,99.7002999
2020,FR,PHS,11,Power,-0.0
2030,NO,Battery,19,Power,-0.0
2030,NO,H2Tank,34,H2,8.555519163084583
2030,UK,PHS,47,Power,-0.0
2050,DK,H2Tank,105,H2,7.5
2020,DE,H2Tank,23,H2,-0.0
2050,UK,Battery,70,Power,46.06125293228995
2020,DE,H2Tank,51,H2,24.378744988632363
2020,NO,Battery,53,Power,-0.0
2030,UK,H2Tank,109,H2,9.157894736842106
2020,NO,Battery,23,Power,-0.0
2020,NO,H2Tank,69,H2,-0.0
2030,FR,H2Tank,90,H2,24.296490682865596
2030,DE,PHS,111,Power,-0.0
2020,DE,PHS,9,Power,-0.0
2030,UK,Battery,38,Power,-0.0
2050,DE,PHS,27,Power,432.55960735908064
2020,DK,PHS,86,Power,0.0
2030,DK,H2Tank,28,H2,0.0
2040,FR,H2Tank,6,H2,32.07462626083232
2020,DE,H2Tank,24,H2,-0.0
2040,DE,Battery,119,Power,77.21871804388748
2020,DK,Battery,89,Power,31.71751036657834
2030,DE,PHS,60,Power,-0.0
2030,NO,Battery,96,Power,-0.0
2020,DK,PHS,82,Power,0.0
2020,DE,Battery,10,Power,-0.0
2020,FR,PHS,51,Power,-0.0
2040,NO,Battery,39,Power,-0.0
2020,FR,Battery,92,Power,49.94003298900248
2020,DE,H2Tank,60,H2,37.88930956363719
2050,FR,H2Tank,100,H2,200.0
2050,UK,PHS,17,Power,130.49107378387993
2030,FR,PHS,119,Power,-0.0
2050,DE,H2Tank,92,H2,139.93139805670717
2040,DK,H2Tank,100,H2,7.125
2030,FR,H2Tank,13,H2,31.207036154210517
2030,DK,PHS,38,Power,0.0
2050,UK,PHS,119,Power,204.12569432177276
2050,UK,PHS,95,Power,160.0658158504938
2040,FR,H2Tank,113,H2,42.38241658150555
2040,DK,H2Tank,49,H2,0.0
2040,FR,H2Tank,89,H2,46.542075897812
2040,DK,PHS,99,Power,0.0
2030,DE,PHS,117,Power,-0.0
2030,UK,H2Tank,40,H2,5.6842105263157885
2040,DK,PHS,67,Power,0.0
2040,UK,Battery,9,Power,81.62547747441727
2050,NO,PHS,67,Power,259.8860733530957
2050,DK,PHS,96,Power,94.78764360821036
2050,NO,H2Tank,1,H2,45.91011964587411
2050,DK,Battery,37,Power,54.51114443703036
2040,FR,H2Tank,10,H2,52.5
2030,UK,H2Tank,117,H2,6.0
2030,DE,Battery,51,Power,13.94709167810421
2040,DK,H2Tank,18,H2,3.8292867198856833
2040,NO,Battery,3,Power,-0.0
2020,UK,H2Tank,63,H2,0.2137274940967444
2050,DE,Battery,41,Power,82.36589191584659
2030,FR,PHS,115,Power,-0.0
2040,DK,Battery,98,Power,3.7708956035974466
2050,DK,Battery,26,Power,0.0
2030,DK,Battery,55,Power,36.25897242761121
2030,UK,PHS,80,Power,-0.0
2050,DE,Battery,25,Power,0.0
2020,NO,Battery,114,Power,-0.0
2030,UK,Battery,11,Power,19.213088822332157
2040,DK,H2Tank,78,H2,15.0
2040,NO,PHS,28,Power,-0.0
2050,DK,PHS,70,Power,114.18172515032153
2020,DK,H2Tank,33,H2,0.0
2050,DE,H2Tank,46,H2,41.118421052631575
2040,NO,PHS,109,Power,-0.0
2050,UK,Battery,96,Power,165.30788893690476
2040,DE,H2Tank,43,H2,53.80597303856969
2040,FR,Battery,84,Power,391.2010757426343
2020,DK,H2Tank,51,H2,0.0
2050,FR,Battery,108,Power,337.9597636269954
2030,FR,H2Tank,37,H2,48.351945457719296
2030,UK,PHS,104,Power,-0.0
2040,DK,H2Tank,86,H2,12.258771929824562
2030,UK,PHS,54,Power,-0.0
2050,DK,PHS,44,Power,105.81798879495203
2050,DE,H2Tank,34,H2,168.79862901785145
2050,FR,H2Tank,71,H2,32.308915287095004
2050,NO,PHS,42,Power,277.81652094312756
2020,NO,Battery,43,Power,-0.0
2030,UK,Battery,89,Power,58.15679182410186
2040,NO,Battery,22,Power,-0.0
2020,UK,H2Tank,14,H2,1.9702980941162809
2020,DE,Battery,16,Power,-0.0
2020,DK,PHS,98,Power,0.0
2040,UK,PHS,85,Power,83.64758357345228
2050,DK,H2Tank,56,H2,7.5
2020,DK,Battery,23,Power,0.0
2050,NO,H2Tank,120,H2,47.5
2050,NO,PHS,9,Power,386.46885960090054
2020,FR,H2Tank,36,H2,10.960966459298245
2020,NO,Battery,108,Power,-0.0
2030,FR,H2Tank,81,H2,50.0
2040,NO,Battery,109,Power,-0.0
2020,FR,H2Tank,77,H2,27.12059826286104
2040,NO,PHS,101,Power,-0.0
2040,UK,Battery,45,Power,218.31984712788145
2040,UK,Battery,12,Power,116.9520910153404
2050,DE,Battery,63,Power,50.102897334019275
2020,DE,PHS,26,Power,-0.0
2030,UK,Battery,104,Power,58.75741785356012
2030,UK,Battery,51,Power,0.0
2040,DK,PHS,95,Power,0.0
2020,FR,H2Tank,107,H2,32.98245614035088
2040,UK,PHS,53,Power,74.7227465989242
2040,DE,H2Tank,103,H2,27.735996614213583
2030,UK,H2Tank,68,H2,-0.0
2050,UK,Battery,82,Power,3.0367297440190035
2040,DK,Battery,19,Power,0.0
2050,DK,Battery,51,Power,0.0
2020,DK,PHS,56,Power,0.0
2050,FR,H2Tank,38,H2,154.02712798421055
2040,UK,PHS,31,Power,58.17990232898092
2040,FR,PHS,72,Power,257.74317864296904
2020,UK,Battery,18,Power,-0.0
2020,NO,H2Tank,71,H2,-0.0
2020,UK,Battery,29,Power,-0.0
2040,UK,H2Tank,10,H2,15.75
2030,UK,H2Tank,100,H2,5.699999999999999
2050,NO,Battery,27,Power,-0.0
2050,NO,PHS,97,Power,359.8085619739996
2050,UK,Battery,58,Power,388.8517188262326
2050,DE,H2Tank,19,H2,40.566980698656245
2020,DK,PHS,113,Power,0.0
2030,DE,Battery,82,Power,33.468915614037705
2020,FR,H2Tank,67,H2,14.457511317543847
2040,UK,PHS,94,Power,82.89775961843183
2040,UK,H2Tank,64,H2,30.0
2040,UK,H2Tank,52,H2,20.925765957474997
2040,UK,H2Tank,97,H2,13.325409059177929
2020,UK,Battery,46,Power,-0.0
2030,DK,H2Tank,79,H2,0.0
2020,FR,Battery,18,Power,2.0477493439978263
2030,DE,PHS,99,Power,-0.0
2030,NO,H2Tank,41,H2,4.688328537729321
2040,FR,H2Tank,33,H2,77.39251688413825
2030,FR,PHS,66,Power,-0.0
2020,DE,H2Tank,32,H2,42.78234286827501
2030,FR,Battery,52,Power,24.98441224293323
2030,NO,Battery,67,Power,-0.0
2030,FR,H2Tank,70,H2,20.104557815789477
2050,DE,Battery,47,Power,31.51973820159794
2050,UK,PHS,13,Power,146.73991436907505
2040,UK,PHS,76,Power,81.84902343577637
2020,DE,Battery,28,Power,-0.0
2050,DE,PHS,31,Power,466.7779985484826
2020,FR,Battery,32,Power,4.361921377840477
2020,UK,Battery,48,Power,-0.0
2020,DK,Battery,111,Power,3.515525572273209
2030,NO,H2Tank,108,H2,0.0
2020,DE,Battery,5,Power,-0.0
2040,NO,PHS,115,Power,-0.0
2040,FR,Battery,33,Power,65.54017730818885
2040,NO,Battery,90,Power,-0.0
2050,DE,PHS,20,Power,494.5919193917993
2050,DK,PHS,31,Power,87.56611518738723
2030,NO,H2Tank,119,H2,17.861825170825
2050,DE,H2Tank,5,H2,84.39931450892573
2040,DE,PHS,109,Power,-0.0
2020,NO,PHS,21,Power,-0.0
2030,DE,Battery,12,Power,0.0
2040,NO,PHS,52,Power,-0.0
2050,FR,PHS,77,Power,587.4969306358053
2020,UK,Battery,23,Power,-0.0
2050,UK,Battery,120,Power,200.0
2050,DE,Battery,29,Power,38.57284008820108
2020,DK,PHS,117,Power,0.0
2030,FR,PHS,46,Power,-0.0
2030,DK,H2Tank,25,H2,0.0
2050,DE,H2Tank,44,H2,76.17062108672673
2050,DK,Battery,62,Power,85.02945242117835
2030,NO,Battery,15,Power,-0.0
2040,DK,H2Tank,92,H2,11.842105263157894
2040,UK,H2Tank,120,H2,15.0
2020,NO,PHS,100,Power,-0.0
2040,UK,H2Tank,66,H2,30.0
2050,UK,PHS,89,Power,142.96641273286662
2030,FR,Battery,103,Power,150.0
2040,FR,H2Tank,57,H2,100.0
2020,FR,PHS,28,Power,-0.0
2030,DK,Battery,59,Power,76.91601934450931
2050,FR,H2Tank,108,H2,194.2945910393258
2050,UK,PHS,74,Power,99.7661133346928
2040,FR,PHS,23,Power,178.77646412069478
2020,UK,H2Tank,25,H2,-0.0
2030,DE,H2Tank,48,H2,-0.0
2030,UK,PHS,63,Power,-0.0
2050,DK,Battery,29,Power,42.43123024278329
2020,DE,PHS,6,Power,-0.0
2040,DK,Battery,116,Power,0.0
2020,NO,Battery,103,Power,-0.0
2050,UK,H2Tank,43,H2,25.39175440476354
2030,DK,PHS,32,Power,0.0
2040,FR,PHS,69,Power,258.51795721927317
2030,DK,PHS,20,Power,0.0
2040,UK,PHS,38,Power,65.24391520389695
2020,NO,H2Tank,109,H2,0.17870754374999803
2020,DK,Battery,105,Power,21.9801032070819
2030,DE,H2Tank,52,H2,49.875
2020,DE,PHS,72,Power,-0.0
2030,FR,Battery,9,Power,4.181053846071166
2050,DK,H2Tank,59,H2,7.5
2040,DK,Battery,67,Power,22.553011225499997
2030,DE,Battery,34,Power,53.935248149009624
2050,DE,Battery,68,Power,25.832423162679223
2030,UK,Battery,81,Power,66.86624481249623
2030,DK,H2Tank,120,H2,-0.0
2040,NO,PHS,102,Power,-0.0
2050,NO,H2Tank,67,H2,8.42598847712517
2040,FR,H2Tank,99,H2,31.114455747216127
2020,UK,PHS,58,Power,-0.0
2050,DE,PHS,42,Power,433.57071164038274
2040,NO,H2Tank,107,H2,35.27330152926447
2040,NO,H2Tank,92,H2,44.95044083445657
2050,FR,PHS,44,Power,357.5808735300186
2020,NO,PHS,113,Power,-0.0
2030,UK,PHS,37,Power,-0.0
2050,DK,PHS,90,Power,98.58401047024617
2050,DK,H2Tank,17,H2,7.5
2030,NO,PHS,22,Power,-0.0
2040,NO,Battery,40,Power,-0.0
2040,FR,PHS,94,Power,279.7223628007564
2050,UK,PHS,117,Power,198.52554689000587
2050,UK,H2Tank,113,H2,15.0
2050,DE,PHS,79,Power,560.6335552587092
2020,DE,Battery,49,Power,0.01618258060853646
2020,DK,PHS,120,Power,-0.0
2040,DE,PHS,44,Power,-0.0
2040,UK,Battery,115,Power,193.7369256655798
2040,FR,Battery,82,Power,400.0
2020,UK,Battery,42,Power,-0.0
2020,DK,PHS,12,Power,0.0
2040,UK,H2Tank,22,H2,-0.0
2020,DE,H2Tank,110,H2,6.4710641400916655
2040,DE,H2Tank,38,H2,116.63180366207845
2030,DK,Battery,61,Power,76.9006369098006
2030,UK,H2Tank,44,H2,3.013556759463187
2040,DK,Battery,73,Power,0.0
2040,DK,H2Tank,57,H2,15.0
2030,FR,Battery,34,Power,11.726003213850568
2030,NO,H2Tank,23,H2,-0.0
2050,NO,PHS,94,Power,341.42994904985926
2020,DK,Battery,36,Power,11.820526142692856
2050,UK,H2Tank,85,H2,14.25
2050,DK,PHS,43,Power,104.42241120615819
2050,DE,PHS,11,Power,605.4792968768846
2040,NO,PHS,41,Power,-0.0
2020,DK,H2Tank,104,H2,0.0
2050,FR,PHS,32,Power,278.8988323215518
2050,DE,PHS,57,Power,500.01948814953374
2030,UK,Battery,68,Power,-0.0
2020,UK,Battery,79,Power,6.958673042858924
2030,FR,H2Tank,31,H2,41.89896158410833
2030,NO,H2Tank,82,H2,32.84249780301449
2030,DE,H2Tank,78,H2,65.825970259975
2040,UK,H2Tank,67,H2,30.0
2030,NO,H2Tank,78,H2,33.3102802722154
2050,FR,H2Tank,42,H2,85.49642622982456
2040,UK,PHS,93,Power,82.98074035879063
2030,FR,PHS,2,Power,-0.0
2030,FR,Battery,112,Power,94.94244791126084
2030,UK,H2Tank,2,H2,6.0
2020,DE,PHS,55,Power,-0.0
2050,UK,Battery,86,Power,26.94293043008805
2030,FR,H2Tank,110,H2,40.229325374561405
2020,NO,PHS,46,Power,-0.0
2030,FR,PHS,14,Power,-0.0
2020,UK,H2Tank,46,H2,-0.0
2040,NO,H2Tank,84,H2,73.09594302129867
2020,FR,H2Tank,96,H2,29.266802598739094
2050,UK,Battery,36,Power,84.16560504661435
2030,FR,PHS,70,Power,-0.0
2020,NO,PHS,99,Power,-0.0
2020,UK,Battery,50,Power,-0.0
2040,DE,H2Tank,70,H2,37.47427037701755
2020,DK,H2Tank,7,H2,0.0
2050,FR,Battery,44,Power,158.77165980737044
2030,NO,H2Tank,19,H2,-0.0
2020,DK,Battery,106,Power,21.977905196761192
2030,NO,PHS,6,Power,-0.0
2050,DK,H2Tank,119,H2,7.5
2020,DE,H2Tank,98,H2,8.210860168293365
2050,UK,PHS,1,Power,195.87843137254902
2030,UK,H2Tank,34,H2,7.4010968753750035
2030,FR,PHS,38,Power,-0.0
2040,DE,PHS,69,Power,-0.0
2050,UK,Battery,102,Power,371.69400815321615
2020,FR,PHS,87,Power,-0.0
2020,NO,PHS,59,Power,-0.0
2030,DE,PHS,95,Power,-0.0
2030,UK,PHS,68,Power,-0.0
2050,DK,PHS,17,Power,79.6971214015876
2030,NO,H2Tank,8,H2,6.842105263157896
2030,DE,Battery,17,Power,0.0
2020,NO,PHS,51,Power,-0.0
2020,NO,H2Tank,106,H2,0.17870754374999803
2030,FR,H2Tank,39,H2,38.776882992146135
2040,DK,Battery,109,Power,-0.0
2050,DK,PHS,51,Power,115.54803379875534
2050,DE,H2Tank,97,H2,73.16193056863588
2050,UK,H2Tank,75,H2,0.0
2040,DK,H2Tank,16,H2,4.946737974797964
2040,NO,H2Tank,4,H2,39.276315789473685
2020,FR,Battery,30,Power,-0.0
2030,FR,H2Tank,26,H2,0.0
2050,DK,PHS,112,Power,94.76446158947299
2050,DE,Battery,74,Power,0.0
2030,FR,Battery,109,Power,145.3707376185001
2040,DE,H2Tank,53,H2,106.48995662759165
2040,NO,H2Tank,58,H2,95.0
2050,DE,Battery,113,Power,-0.0
2050,DE,PHS,107,Power,571.4382521264747
2020,FR,H2Tank,29,H2,6.437551924761986
2020,UK,H2Tank,4,H2,5.0
2040,FR,H2Tank,88,H2,60.24821624868919
2050,DK,H2Tank,15,H2,7.5
2030,DK,PHS,68,Power,0.0
2040,FR,PHS,42,Power,203.9501528445406
2040,DK,H2Tank,90,H2,12.258771929824562
2020,DE,Battery,102,Power,0.01609703554865227
2020,FR,H2Tank,16,H2,6.697941445007881
2030,FR,PHS,107,Power,-0.0
2040,UK,PHS,7,Power,85.61771421914298
2020,DE,Battery,7,Power,-0.0
2040,UK,PHS,62,Power,83.0035499422953
2030,DK,PHS,102,Power,0.0
2030,FR,Battery,61,Power,86.53094528799267
2040,NO,Battery,111,Power,0.0
2020,UK,H2Tank,77,H2,7.338727494096744
2040,DE,Battery,21,Power,0.0
2040,FR,Battery,87,Power,391.0837271555526
2040,UK,Battery,99,Power,255.78969538445605
2020,DE,Battery,78,Power,0.016135716766956243
2030,DE,H2Tank,14,H2,-0.0
2030,DK,H2Tank,29,H2,0.0
2030,UK,PHS,105,Power,-0.0
2040,UK,H2Tank,103,H2,30.0
2020,FR,H2Tank,114,H2,14.839200091650877
2030,FR,PHS,24,Power,-0.0
2030,DK,PHS,26,Power,0.0
2030,DK,H2Tank,94,H2,0.0
2030,UK,Battery,10,Power,19.215010323364492
2020,DE,Battery,72,Power,0.016145401586420742
2020,NO,H2Tank,29,H2,-0.0
2020,NO,H2Tank,73,H2,-0.0
2050,DE,H2Tank,31,H2,145.56079704255885
2020,NO,H2Tank,21,H2,-0.0
2050,UK,PHS,11,Power,154.88875267194078
2020,UK,Battery,97,Power,5.199672357626476
2040,DK,Battery,49,Power,0.0
2030,DE,H2Tank,86,H2,30.257640041578945
2020,FR,H2Tank,52,H2,9.888091524172944
2030,FR,PHS,88,Power,-0.0
2050,DE,Battery,117,Power,0.0
2030,NO,Battery,99,Power,-0.0
2050,FR,Battery,90,Power,114.63423219349741
2020,DK,PHS,29,Power,0.0
2050,UK,Battery,31,Power,0.0
2040,DE,PHS,50,Power,-0.0
2020,DK,Battery,63,Power,44.243780243785636
2020,NO,Battery,42,Power,-0.0
2040,NO,PHS,90,Power,-0.0
2040,FR,Battery,23,Power,-0.0
2040,NO,PHS,13,Power,-0.0
2020,DK,PHS,7,Power,0.0
2030,DE,PHS,56,Power,-0.0
2040,NO,Battery,72,Power,-0.0
2040,DK,PHS,45,Power,0.0
2050,FR,H2Tank,1,H2,100.0
2020,UK,PHS,101,Power,-0.0
2040,DE,PHS,45,Power,-0.0
2020,UK,PHS,4,Power,-0.0
2030,UK,H2Tank,29,H2,5.699999999999999
2040,DE,H2Tank,56,H2,130.0
2050,UK,H2Tank,45,H2,25.39175440476354
2030,NO,H2Tank,75,H2,8.516365515627726
2040,DE,H2Tank,35,H2,130.0
2030,UK,PHS,70,Power,-0.0
2040,DK,H2Tank,61,H2,15.0
2030,DE,Battery,26,Power,0.0
2040,NO,H2Tank,101,H2,36.13847205708815
2020,NO,Battery,24,Power,-0.0
2030,UK,Battery,117,Power,43.14559930305736
2050,FR,PHS,25,Power,245.46956803427435
2030,FR,Battery,46,Power,7.888939294525068
2030,DE,Battery,8,Power,0.0
2040,DK,Battery,44,Power,28.76913818067025
2020,NO,H2Tank,42,H2,-0.0
2040,NO,PHS,3,Power,-0.0
2040,NO,PHS,95,Power,0.0
2030,NO,H2Tank,103,H2,0.0
2040,FR,PHS,96,Power,279.1631977975177
2050,DK,H2Tank,110,H2,7.5
2030,FR,Battery,43,Power,7.891306449728685
2030,NO,H2Tank,45,H2,3.289473684210526
2040,FR,Battery,70,Power,172.04207131344165
2050,FR,PHS,120,Power,500.0
2050,NO,H2Tank,57,H2,8.42598847712517
2020,UK,H2Tank,91,H2,9.244948479163412
2050,FR,H2Tank,80,H2,195.6741567658626
2050,NO,PHS,5,Power,413.3124461988397
2050,NO,Battery,115,Power,0.0
2050,FR,H2Tank,85,H2,200.0
2020,DK,H2Tank,93,H2,0.0
2030,DK,PHS,104,Power,0.0
2030,NO,H2Tank,89,H2,9.907740380382908
2030,DK,Battery,52,Power,18.612636820740192
2030,DK,PHS,23,Power,0.0
2020,FR,H2Tank,28,H2,-0.0
2040,DK,Battery,97,Power,3.771272730870533
2050,DK,H2Tank,32,H2,7.5
2040,FR,Battery,49,Power,26.687201445571418
2050,NO,Battery,51,Power,0.0
2040,DE,Battery,87,Power,92.03877477008018
2020,DK,H2Tank,69,H2,0.0
2050,DK,H2Tank,60,H2,7.5
2050,DE,H2Tank,73,H2,0.0
