Year,Region,Technology,Hour,Fuel,value
2050,NO,PHS,55,Power,223.61285182690315
2050,UK,Battery,35,Power,369.9749666134343
2020,DK,Battery,54,Power,12.095420340511911
2050,DK,H2Tank,77,H2,38.0
2050,FR,PHS,95,Power,427.01013713854394
2050,FR,Battery,74,Power,366.7446928165156
2050,FR,H2Tank,65,H2,161.21616355263154
2050,NO,Battery,2,Power,179.77418179678074
2040,UK,Battery,13,Power,64.3802609194765
2050,DE,Battery,2,Power,422.4490518304872
2050,NO,PHS,91,Power,330.78022014140316
2050,FR,Battery,11,Power,249.17028192642962
2050,NO,Battery,6,Power,104.95492635715166
2020,UK,Battery,85,Power,16.20025298672991
2020,NO,H2Tank,52,H2,0.4430531605999994
2040,FR,Battery,96,Power,125.94260053957599
2040,UK,Battery,62,Power,20.807149711690116
2050,NO,H2Tank,9,H2,75.0
2050,FR,Battery,1,Power,537.5037160322222
2040,FR,Battery,114,Power,164.0972753182554
2050,DE,PHS,114,Power,558.4321375484885
2040,UK,H2Tank,111,H2,15.0
2030,UK,H2Tank,58,H2,12.0
2050,DE,H2Tank,64,H2,133.88157894736844
2040,UK,Battery,107,Power,132.68692900601647
2050,UK,H2Tank,38,H2,116.29385964912281
2050,DE,Battery,56,Power,412.7028128421905
2050,FR,PHS,64,Power,359.0091242975046
2020,DE,H2Tank,81,H2,48.473725631734524
2050,FR,PHS,18,Power,316.0975352066127
2020,DE,H2Tank,102,H2,23.608582994013577
2020,UK,Battery,116,Power,16.150107460878253
2020,FR,Battery,105,Power,28.73400035287744
2050,NO,H2Tank,2,H2,75.0
2020,NO,H2Tank,81,H2,0.723905896649998
2050,DK,H2Tank,27,H2,9.5
2050,UK,Battery,95,Power,689.2404840403547
2050,UK,Battery,93,Power,689.3783528171346
2050,DK,PHS,30,Power,52.88698755242766
2050,UK,H2Tank,16,H2,61.51765947505351
2050,UK,H2Tank,82,H2,130.0
2040,DK,Battery,83,Power,44.88899811809124
2050,UK,Battery,109,Power,637.250389345977
2020,FR,Battery,2,Power,24.99500025
2020,FR,Battery,95,Power,28.762750163254044
2050,NO,Battery,10,Power,6.498596634460769
2050,UK,PHS,116,Power,188.77194390184303
2050,DE,Battery,37,Power,221.50740787791918
2050,DK,PHS,46,Power,59.45020294025351
2030,DE,H2Tank,28,H2,12.162056878075
2050,DK,H2Tank,118,H2,10.5
2050,DE,H2Tank,111,H2,6.175599564632358
2050,NO,H2Tank,70,H2,87.18933882107218
2030,DK,Battery,99,Power,38.538860398718754
2040,FR,Battery,116,Power,164.06445750416452
2020,FR,H2Tank,32,H2,25.384918744788497
2040,NO,H2Tank,80,H2,12.6191342535375
2050,DE,Battery,65,Power,562.0817209935741
2050,DK,H2Tank,62,H2,36.5734649122807
2030,UK,H2Tank,76,H2,5.699999999999999
2050,FR,Battery,19,Power,70.47665493204973
2050,DE,Battery,4,Power,283.72197395331443
2030,DE,H2Tank,45,H2,25.406045556666665
2050,DK,PHS,97,Power,84.11426858801596
2020,DE,H2Tank,76,H2,26.498862785284544
2050,NO,H2Tank,94,H2,83.90516319717105
2040,UK,H2Tank,57,H2,21.61468016711666
2050,FR,PHS,71,Power,356.50358706627077
2020,UK,H2Tank,110,H2,5.0
2040,FR,Battery,54,Power,62.92198887113525
2050,DE,Battery,54,Power,287.9931252923184
2050,DK,Battery,93,Power,605.4502358803435
2030,FR,H2Tank,84,H2,43.859649122807014
2050,DE,PHS,12,Power,452.4368858754541
2030,FR,H2Tank,82,H2,50.0
2050,NO,Battery,77,Power,50.641643819847424
2050,NO,PHS,81,Power,296.4400306989861
2030,DE,Battery,3,Power,10.87851445022311
2040,DK,H2Tank,19,H2,7.5
2050,NO,H2Tank,55,H2,107.04523937265904
2040,NO,H2Tank,62,H2,6.2408947486842115
2030,FR,H2Tank,2,H2,25.0
2020,FR,H2Tank,97,H2,14.706351954831579
2040,UK,H2Tank,1,H2,15.111420741101279
2030,DE,Battery,110,Power,33.81859167413223
2030,NO,H2Tank,76,H2,16.806310531077727
2050,UK,Battery,17,Power,27.035474908387624
2050,DE,H2Tank,29,H2,71.65030825558935
2050,UK,Battery,54,Power,442.1347286000611
2050,NO,Battery,38,Power,2.4617778214312374
2020,DE,H2Tank,105,H2,23.608582994013577
2040,FR,Battery,77,Power,34.04726896990204
2030,NO,H2Tank,59,H2,40.0
2020,NO,H2Tank,112,H2,0.3994077437499988
2040,DE,H2Tank,84,H2,85.96533023052632
2050,DK,PHS,65,Power,73.17406499061511
2030,FR,H2Tank,51,H2,9.687328633850004
2050,FR,Battery,42,Power,203.7671624281574
2020,DE,H2Tank,109,H2,23.608582994013577
2030,DK,Battery,90,Power,38.5735627219256
2020,UK,H2Tank,13,H2,5.263157894736842
2050,NO,Battery,75,Power,12.614793261911268
2030,DE,H2Tank,1,H2,35.0
2040,DK,H2Tank,38,H2,11.79028258135121
2050,DE,PHS,108,Power,539.3717998096812
2050,NO,H2Tank,5,H2,75.0
2040,FR,Battery,60,Power,155.80408121223462
2020,FR,H2Tank,19,H2,5.054157135438578
2020,NO,H2Tank,3,H2,0.4909176294736835
2040,UK,Battery,108,Power,132.67366031311587
2020,UK,Battery,75,Power,4.152382043999998
2050,DE,H2Tank,57,H2,175.0
2030,UK,H2Tank,60,H2,12.0
2050,NO,Battery,66,Power,12.626152254586021
2050,FR,Battery,62,Power,776.6331594248969
2050,FR,H2Tank,117,H2,117.63664827456141
2020,FR,H2Tank,56,H2,36.926150571766115
2050,UK,Battery,72,Power,462.83859002462856
2050,NO,Battery,60,Power,12.63373059813797
2030,FR,Battery,100,Power,72.63685183762958
2050,DK,PHS,33,Power,57.22398669784605
2050,FR,H2Tank,34,H2,200.0
2050,DK,H2Tank,14,H2,4.845644260601765
2020,NO,H2Tank,102,H2,0.3994077437499988
2040,DK,H2Tank,105,H2,4.152286476530675
2050,DE,H2Tank,58,H2,175.0
2050,FR,PHS,48,Power,289.3127448531444
2020,DE,H2Tank,10,H2,19.473684210526315
2050,FR,PHS,84,Power,431.7355538697416
2050,UK,Battery,71,Power,491.3599310677353
2030,NO,H2Tank,105,H2,0.3814563043999993
2050,DE,Battery,116,Power,600.2400600120019
2050,NO,PHS,104,Power,375.90335848822986
2030,DK,Battery,118,Power,38.46570242808325
2020,UK,H2Tank,59,H2,10.0
2050,UK,H2Tank,74,H2,1.855455338374999
2040,FR,H2Tank,100,H2,37.50572574514767
2030,DE,Battery,83,Power,33.91002982959479
2020,UK,Battery,94,Power,16.185678589772312
2050,NO,PHS,23,Power,239.0386848559919
2040,NO,H2Tank,1,H2,47.5
2050,NO,PHS,8,Power,376.0709048603928
2050,NO,H2Tank,39,H2,94.68639846148537
2050,UK,H2Tank,78,H2,125.35545533837501
2020,UK,H2Tank,41,H2,2.631578947368421
2050,NO,H2Tank,14,H2,18.64104559282895
2030,FR,H2Tank,61,H2,50.0
2050,DE,PHS,73,Power,430.5700106162983
2040,UK,Battery,96,Power,84.3747388835125
2040,FR,Battery,108,Power,164.1957681530657
2050,FR,H2Tank,102,H2,157.12267677592007
2040,DE,H2Tank,34,H2,88.95622877803207
2030,FR,Battery,14,Power,34.364347858388996
2030,FR,H2Tank,79,H2,50.0
2050,UK,Battery,105,Power,682.711569812898
2050,DK,Battery,68,Power,379.2450003460207
2030,FR,Battery,97,Power,72.65864725211844
2050,DE,PHS,38,Power,354.4161455774801
2050,DK,PHS,50,Power,60.71275859196877
2040,DK,H2Tank,56,H2,15.0
2050,NO,H2Tank,53,H2,90.1591485687903
2040,NO,H2Tank,120,H2,47.5
2050,UK,Battery,34,Power,335.6322546717946
2050,DE,H2Tank,54,H2,134.8417941023636
2020,DK,Battery,58,Power,14.287532429807934
2050,FR,PHS,97,Power,426.1565438744039
2050,NO,Battery,104,Power,100.92232804527914
2050,DK,H2Tank,95,H2,23.489326556578934
2030,DK,Battery,80,Power,37.980469385883694
2050,FR,PHS,3,Power,469.11913675490194
2020,FR,Battery,13,Power,8.535869598800899
2020,NO,H2Tank,85,H2,0.3994077437499988
2050,DE,H2Tank,7,H2,87.5
2050,DK,H2Tank,13,H2,15.371960050075447
2020,UK,H2Tank,87,H2,4.7368421052631575
2040,UK,Battery,82,Power,94.04420481702891
2040,FR,H2Tank,38,H2,56.77520843513976
2040,UK,Battery,58,Power,30.815469870396345
2050,NO,PHS,74,Power,251.08386777746622
2040,DE,H2Tank,19,H2,46.329717228070166
2050,DK,Battery,42,Power,38.52062536029959
2030,UK,H2Tank,106,H2,12.0
2050,DK,PHS,39,Power,59.86802397284672
2050,UK,H2Tank,108,H2,90.72141361780702
2050,FR,PHS,82,Power,432.60032191324626
2050,DE,Battery,89,Power,968.8035721366535
2050,DK,PHS,53,Power,65.02630389375588
2020,UK,Battery,60,Power,20.32580997967136
2050,FR,PHS,85,Power,431.30381831587187
2050,NO,PHS,37,Power,209.55911786524737
2050,UK,Battery,90,Power,689.5852076925756
2040,DE,H2Tank,5,H2,65.0
2050,NO,PHS,44,Power,208.09659745442687
2050,FR,PHS,36,Power,292.807169891499
2040,UK,Battery,120,Power,200.0
2050,NO,H2Tank,35,H2,94.6651963611793
2020,FR,H2Tank,109,H2,31.8379973168421
2050,NO,Battery,100,Power,100.96270707074886
2050,UK,H2Tank,98,H2,15.825676989953138
2040,DK,Battery,62,Power,8.847062888961837
2040,FR,H2Tank,108,H2,50.0
2020,FR,Battery,93,Power,28.768503576284264
2050,FR,Battery,113,Power,600.4201680504123
2050,DE,H2Tank,66,H2,92.76315789473688
2050,DE,Battery,75,Power,624.772350228231
2050,DE,Battery,106,Power,645.9646906188501
2050,DE,PHS,3,Power,562.9429641058824
2020,NO,H2Tank,87,H2,0.3994077437499988
2030,DE,Battery,92,Power,33.879523007510876
2050,DE,Battery,43,Power,72.29548260169301
2030,UK,Battery,88,Power,77.5410864095614
2030,DE,Battery,99,Power,33.85581445491979
2050,UK,H2Tank,83,H2,130.0
2040,DK,H2Tank,59,H2,15.0
2050,FR,Battery,37,Power,321.87864704736126
2050,UK,H2Tank,48,H2,20.350877192982466
2050,NO,H2Tank,66,H2,100.75836820455902
2020,UK,H2Tank,7,H2,2.7417101344856927
2050,NO,H2Tank,51,H2,74.77441473074656
2050,DK,Battery,40,Power,38.528330641144514
2050,NO,PHS,36,Power,209.76888675199936
2030,DE,Battery,57,Power,67.56957659353365
2030,FR,Battery,120,Power,75.0
2020,FR,H2Tank,40,H2,6.753351600875497
2050,DK,PHS,110,Power,91.94073458635704
2050,DE,H2Tank,104,H2,43.79613974096066
2050,FR,H2Tank,78,H2,161.7301312263309
2040,DK,H2Tank,17,H2,7.5
2050,NO,PHS,69,Power,248.08977233203572
2040,UK,H2Tank,113,H2,15.0
2050,FR,H2Tank,59,H2,200.0
2050,NO,H2Tank,99,H2,83.90516319717105
2050,FR,H2Tank,17,H2,65.73464912280701
2020,NO,H2Tank,93,H2,0.3994077437499988
2050,UK,Battery,100,Power,683.0530280284397
2030,DK,Battery,107,Power,38.50804009912278
2050,DK,H2Tank,67,H2,19.440789473684205
2050,DE,PHS,112,Power,550.5416703475133
2050,DK,H2Tank,31,H2,39.69034604626438
2040,UK,H2Tank,85,H2,14.573998551599288
2050,UK,H2Tank,70,H2,38.37890106973684
2050,DK,H2Tank,102,H2,27.630130974548887
2020,UK,H2Tank,11,H2,5.263157894736842
2050,NO,PHS,68,Power,248.33811044247824
2050,NO,Battery,55,Power,12.530553474600463
2030,DE,Battery,111,Power,33.81520981496482
2020,FR,Battery,106,Power,28.731126952842153
2030,FR,Battery,36,Power,21.24064540534893
2050,NO,H2Tank,90,H2,83.90516319717105
2040,FR,H2Tank,42,H2,1.9506470316309894
2020,FR,H2Tank,68,H2,8.939811064210527
2050,NO,H2Tank,77,H2,88.43994628039474
2050,DK,Battery,53,Power,142.22865820105133
2040,UK,Battery,86,Power,90.39246142393917
2020,NO,H2Tank,54,H2,0.4430531605999994
2050,DE,H2Tank,65,H2,113.32236842105266
2020,FR,H2Tank,11,H2,16.328625143980652
2050,UK,Battery,5,Power,254.5835676590091
2050,UK,H2Tank,119,H2,76.05114169560679
2050,DK,Battery,91,Power,605.5713440934487
2030,UK,Battery,113,Power,74.96588544840262
2030,NO,H2Tank,38,H2,11.807819158363431
2040,DK,H2Tank,119,H2,7.5
2050,FR,PHS,68,Power,357.5752404193829
2050,FR,H2Tank,9,H2,100.0
2040,UK,Battery,102,Power,101.62635117759662
2030,UK,Battery,118,Power,75.01500225030003
2030,DE,Battery,97,Power,33.862586633620644
2020,FR,Battery,55,Power,17.85247060940514
2020,FR,H2Tank,76,H2,17.804672990533334
2030,DE,H2Tank,75,H2,16.7140068262
2040,UK,H2Tank,75,H2,7.125
2050,FR,H2Tank,6,H2,100.0
2050,DE,Battery,119,Power,600.0600060006001
2030,UK,Battery,32,Power,55.38440588490705
2050,NO,Battery,39,Power,2.4615316436490944
2040,DK,H2Tank,15,H2,7.5
2030,FR,Battery,102,Power,72.6223251936306
2020,NO,H2Tank,114,H2,0.3994077437499988
2050,DK,H2Tank,100,H2,27.630130974548887
2020,FR,Battery,3,Power,18.640309718295136
2050,FR,H2Tank,113,H2,118.36291269846025
2050,FR,H2Tank,89,H2,200.0
2050,DK,PHS,99,Power,85.44612416510853
2030,DE,Battery,66,Power,17.118448175218397
2050,DK,PHS,67,Power,73.02779003469887
2050,UK,Battery,9,Power,223.6243474173935
2040,DE,H2Tank,31,H2,85.53079762233206
2050,FR,H2Tank,10,H2,100.0
2040,DE,Battery,117,Power,6.7996166633785995
2050,NO,Battery,3,Power,170.0171154033233
2030,FR,Battery,59,Power,150.0
2050,DK,Battery,98,Power,602.6267050193411
2030,UK,H2Tank,36,H2,12.0
2040,FR,Battery,90,Power,126.01819255490021
2030,DE,Battery,93,Power,33.87613505521013
2050,DK,H2Tank,78,H2,40.0
2050,NO,PHS,28,Power,211.4546147675951
2030,FR,H2Tank,58,H2,50.0
2030,NO,H2Tank,6,H2,2.0072793333333308
2050,NO,PHS,109,Power,383.1282406498434
2050,DE,H2Tank,43,H2,51.64473684210531
2030,FR,H2Tank,14,H2,18.32816893482144
2050,FR,Battery,84,Power,1159.9843816800003
2040,FR,H2Tank,1,H2,50.0
2020,DE,H2Tank,93,H2,23.608582994013577
2050,DK,H2Tank,86,H2,29.7203947368421
2040,UK,H2Tank,45,H2,7.125
2020,UK,H2Tank,58,H2,10.0
2050,UK,PHS,85,Power,165.63607795480857
2030,UK,H2Tank,12,H2,8.723995875410187
2040,DK,H2Tank,110,H2,4.152286476530675
2030,UK,H2Tank,101,H2,3.450000000000001
2040,NO,H2Tank,57,H2,18.576421064473685
2040,FR,H2Tank,80,H2,100.0
2050,NO,Battery,109,Power,108.45061766656433
2040,FR,H2Tank,85,H2,60.522984431496305
2030,UK,H2Tank,32,H2,12.0
2050,NO,PHS,101,Power,363.21277897748894
2030,DE,Battery,58,Power,67.5628196358743
2050,DK,PHS,95,Power,84.2827498048759
2050,UK,Battery,12,Power,223.55726682167509
2050,UK,Battery,45,Power,313.713370757801
2040,DK,H2Tank,32,H2,14.531510651526649
2050,UK,PHS,53,Power,125.27777291857367
2040,DK,H2Tank,60,H2,15.0
2050,DE,H2Tank,103,H2,43.79613974096066
2040,DK,H2Tank,8,H2,7.5
2030,UK,H2Tank,3,H2,6.0
2040,UK,Battery,92,Power,84.4084972182276
2050,UK,PHS,31,Power,103.78710213549094
2050,FR,PHS,72,Power,361.53605825477996
2050,UK,H2Tank,10,H2,65.0
2050,UK,H2Tank,64,H2,118.25464691447368
2050,UK,PHS,94,Power,164.1513022594404
2040,UK,H2Tank,15,H2,7.894736842105263
2050,UK,H2Tank,52,H2,75.52289149993747
2050,UK,H2Tank,97,H2,24.674561839514535
2050,FR,H2Tank,33,H2,200.0
2040,FR,Battery,78,Power,50.62029804350503
2050,UK,PHS,76,Power,149.07111531330884
2040,FR,Battery,67,Power,2.019101573649433
2050,NO,PHS,115,Power,418.405279058205
2050,FR,Battery,33,Power,345.5522432590852
2050,NO,Battery,90,Power,101.0637253295275
2030,UK,H2Tank,37,H2,12.0
2050,DE,PHS,109,Power,538.8324280098715
2050,NO,PHS,52,Power,206.4376397406659
2040,UK,H2Tank,6,H2,9.97241236859649
2030,DE,H2Tank,89,H2,13.157894736842104
2040,DK,H2Tank,40,H2,11.124961977783798
2050,DK,H2Tank,92,H2,28.583851109649114
2050,UK,H2Tank,120,H2,65.0
2050,UK,H2Tank,66,H2,90.8423662127193
2020,UK,H2Tank,76,H2,4.75
2040,DE,H2Tank,67,H2,14.04820778435451
2040,FR,H2Tank,120,H2,50.0
2050,FR,H2Tank,57,H2,200.0
2020,DE,H2Tank,45,H2,10.526315789473683
2030,FR,Battery,76,Power,27.46919421643795
2050,FR,PHS,23,Power,265.59853872887965
2050,DK,Battery,116,Power,600.2400600120019
2050,FR,PHS,69,Power,357.2176651789635
2050,UK,PHS,38,Power,115.00887021583213
2020,FR,H2Tank,84,H2,36.49122807017544
2030,DE,Battery,86,Power,33.8998578379129
2040,DE,H2Tank,55,H2,130.0
2020,FR,H2Tank,82,H2,40.0
2030,NO,H2Tank,74,H2,2.777148408402727
2050,DK,Battery,67,Power,390.31924414265717
2030,UK,Battery,33,Power,55.378867444318566
2050,NO,PHS,102,Power,365.77896995701144
2050,FR,H2Tank,99,H2,129.04436964944884
2020,FR,H2Tank,2,H2,20.0
2030,DE,H2Tank,117,H2,5.021607625799999
2050,NO,H2Tank,107,H2,82.82366869960526
2050,NO,H2Tank,92,H2,83.90516319717105
2040,DK,Battery,114,Power,76.73043802116004
2050,NO,Battery,40,Power,2.4612854904847294
2030,DE,H2Tank,39,H2,50.54766223114626
2050,FR,PHS,94,Power,427.4375747132573
2050,DE,PHS,44,Power,352.2949578631901
2050,UK,Battery,115,Power,600.3000900210039
2030,DK,Battery,76,Power,17.152369305728687
2030,FR,H2Tank,103,H2,38.125
2050,FR,Battery,82,Power,1200.0
2020,NO,H2Tank,59,H2,0.4430531605999994
2050,DE,H2Tank,38,H2,154.44078947368422
2050,DK,Battery,73,Power,334.5031944717458
2050,DK,H2Tank,57,H2,40.0
2040,DK,Battery,120,Power,200.0
2030,FR,Battery,58,Power,145.40628334625757
2050,NO,PHS,41,Power,208.72213791046667
2030,NO,H2Tank,50,H2,4.15625
2040,UK,Battery,80,Power,79.85158215101183
2050,UK,H2Tank,67,H2,77.1362258618421
2020,DE,H2Tank,1,H2,30.0
2050,UK,PHS,93,Power,164.31561787731772
2040,UK,Battery,78,Power,44.8685393191645
2030,FR,Battery,5,Power,34.3952912410899
2040,DE,H2Tank,4,H2,65.0
2050,NO,H2Tank,84,H2,83.90516319717105
2030,DE,Battery,90,Power,33.886299928633605
2050,DE,H2Tank,70,H2,21.190233256140395
2040,DK,Battery,86,Power,44.875532765280866
2030,DE,Battery,53,Power,21.62352151132843
2020,UK,H2Tank,60,H2,8.493447488714297
2050,DE,PHS,69,Power,432.296604985364
2030,FR,Battery,85,Power,80.64625717843754
2030,FR,H2Tank,72,H2,3.0701754385964906
2040,DK,Battery,60,Power,12.461239624496557
2020,FR,Battery,100,Power,28.74837166415982
2030,UK,Battery,87,Power,94.46174265790127
2050,DK,Battery,109,Power,600.6603961716596
2050,NO,H2Tank,4,H2,75.0
2050,DE,H2Tank,53,H2,107.87343528189085
2050,NO,H2Tank,58,H2,116.73665425705903
2020,NO,H2Tank,105,H2,0.3994077437499988
2030,DK,Battery,108,Power,38.504189295112866
2050,FR,H2Tank,88,H2,200.0
2030,UK,H2Tank,5,H2,0.795635522076855
2020,DK,Battery,118,Power,2.8590785718299347
2040,DE,H2Tank,61,H2,110.57499797260012
2030,DE,H2Tank,30,H2,45.412056878075
2040,UK,Battery,103,Power,121.06595917797887
2050,FR,PHS,42,Power,291.0547131279453
2050,DK,H2Tank,90,H2,28.583851109649114
2040,NO,Battery,17,Power,15.604163601224215
2040,FR,Battery,86,Power,126.06861243626223
2050,UK,PHS,7,Power,171.23542843828596
2050,UK,PHS,62,Power,142.05602107694565
2050,NO,Battery,111,Power,118.13967770224968
2050,FR,Battery,87,Power,1156.8693615699203
2050,UK,Battery,99,Power,683.1213401624559
2030,UK,Battery,83,Power,113.03198995601599
2050,UK,H2Tank,103,H2,111.09598373806251
2050,DK,Battery,49,Power,13.705420998457429
2030,UK,Battery,2,Power,63.234761715925934
2040,DK,H2Tank,88,H2,2.8788436065470027
2050,DE,PHS,50,Power,359.18646549976205
2030,DK,Battery,50,Power,2.868663140963952
2050,NO,PHS,90,Power,327.21131817321395
2030,DE,H2Tank,36,H2,70.0
2020,NO,H2Tank,97,H2,0.3994077437499988
2050,NO,PHS,13,Power,330.16480733041914
2050,DK,PHS,45,Power,59.509712652906416
2050,NO,Battery,72,Power,12.618578456903604
2020,FR,H2Tank,61,H2,35.26176238947368
2050,DE,PHS,45,Power,351.9426629053269
2020,DE,H2Tank,114,H2,23.608582994013577
2050,DE,H2Tank,56,H2,175.0
2030,FR,Battery,110,Power,75.07504126650531
2040,DK,Battery,101,Power,67.36243736474147
2050,DE,H2Tank,35,H2,175.0
2030,FR,Battery,57,Power,128.24884867302487
2050,DK,H2Tank,61,H2,40.0
2030,FR,H2Tank,7,H2,14.035087719298243
2050,NO,H2Tank,101,H2,83.90516319717105
2020,FR,Battery,14,Power,8.53501601184102
2020,FR,H2Tank,79,H2,37.58995068543333
2050,NO,PHS,3,Power,422.2072230794118
2050,DK,Battery,44,Power,38.51292162043379
2040,FR,H2Tank,105,H2,50.0
2050,NO,PHS,95,Power,348.7843263253256
2020,FR,Battery,97,Power,28.756997900848894
2050,FR,PHS,96,Power,426.58312700140533
2050,FR,Battery,70,Power,527.8829368760586
2040,UK,H2Tank,112,H2,15.0
2030,FR,H2Tank,118,H2,25.0
2050,DK,Battery,97,Power,602.6869737167126
2030,FR,Battery,98,Power,72.65138138739323
2050,DE,Battery,87,Power,1003.748569456236
2020,DK,Battery,80,Power,3.817473895121092
2030,NO,H2Tank,95,H2,3.289473684210526
2040,FR,H2Tank,86,H2,51.247451809566485
2050,FR,PHS,98,Power,425.7303873305294
2050,UK,PHS,50,Power,116.63632911356335
2030,DK,Battery,96,Power,38.55042436955544
2050,DK,PHS,72,Power,72.66338063251288
2030,UK,Battery,111,Power,74.98088087476876
2040,DE,H2Tank,18,H2,62.46649357298244
2030,UK,Battery,76,Power,19.391389456788932
2020,UK,H2Tank,106,H2,10.0
2030,DE,Battery,31,Power,50.655658566230464
2040,UK,H2Tank,99,H2,7.729131125854495
2050,NO,Battery,83,Power,101.13449824359273
2050,DK,Battery,64,Power,393.87171124860765
2050,DE,H2Tank,85,H2,175.0
2030,NO,H2Tank,37,H2,12.719011832047642
2050,FR,Battery,111,Power,640.9145099074141
2030,DE,H2Tank,120,H2,35.0
2050,NO,PHS,26,Power,211.8781592078516
2040,DK,Battery,88,Power,44.86655810748314
2050,DK,Battery,34,Power,38.55145573263671
2030,DE,Battery,100,Power,33.852428873474295
2050,UK,PHS,35,Power,115.35458803151718
2030,DK,Battery,78,Power,17.250577203154776
2030,DK,Battery,6,Power,28.91211096429238
2050,DK,Battery,7,Power,326.3860885818879
2020,NO,H2Tank,100,H2,0.3994077437499988
2050,NO,PHS,71,Power,247.59384087714395
2050,UK,H2Tank,30,H2,92.47913684206252
2050,UK,PHS,107,Power,179.94926009169657
2030,DE,H2Tank,41,H2,38.87512476079539
2050,DK,Battery,39,Power,38.53218385953047
2040,UK,H2Tank,116,H2,15.0
2050,FR,Battery,35,Power,346.7684957077067
2030,DE,H2Tank,15,H2,2.9157618346843535
2050,NO,Battery,8,Power,47.40071164055331
2020,UK,Battery,88,Power,16.19539339682528
2040,UK,Battery,101,Power,84.33255995070094
2050,FR,PHS,7,Power,428.088571095715
2050,DK,Battery,103,Power,602.3254519234762
2050,UK,Battery,14,Power,177.59334986592043
2030,DE,Battery,109,Power,33.82197387151938
2050,DE,Battery,85,Power,1003.9493492865998
2030,FR,Battery,53,Power,44.082250122792615
2050,DK,PHS,27,Power,48.536951344143006
2020,FR,Battery,120,Power,25.0
2030,FR,H2Tank,3,H2,25.0
2050,UK,PHS,40,Power,114.77896748427068
2050,DK,Battery,95,Power,605.3291518876698
2050,DK,PHS,24,Power,51.105803724304664
2050,DK,H2Tank,12,H2,20.0
2050,UK,PHS,22,Power,110.27125537437722
2050,NO,H2Tank,98,H2,83.90516319717105
2030,DE,Battery,118,Power,33.79154626810499
2030,NO,H2Tank,31,H2,14.360446380545563
2030,NO,H2Tank,56,H2,40.0
2040,FR,H2Tank,4,H2,27.58784060614035
2050,NO,PHS,73,Power,247.0989007892305
2050,DK,PHS,16,Power,67.27359480046593
2050,NO,Battery,63,Power,12.629940857957813
2050,DK,PHS,18,Power,63.21950704132254
2050,NO,Battery,101,Power,100.95261080004178
2040,NO,Battery,9,Power,99.30435540531195
2040,DK,H2Tank,1,H2,7.5
2050,UK,PHS,65,Power,141.63027903972204
2040,NO,H2Tank,10,H2,28.782894736842103
2040,NO,H2Tank,113,H2,2.387275144512496
2050,UK,PHS,57,Power,136.7594249895511
2030,FR,Battery,96,Power,72.66591384350279
2040,DK,H2Tank,42,H2,7.177593556731166
2030,UK,Battery,62,Power,86.85482930577747
2050,DK,Battery,8,Power,292.3974373148353
2030,FR,H2Tank,48,H2,3.0701754385964906
2020,DE,H2Tank,116,H2,23.608582994013577
2050,DE,Battery,30,Power,151.04517898575853
2030,FR,Battery,114,Power,75.04501575420092
2050,DK,H2Tank,44,H2,14.920315116666659
2040,DE,H2Tank,33,H2,88.95622877803207
2050,DK,Battery,43,Power,38.516773297763564
2030,UK,H2Tank,111,H2,1.8806040164267515
2020,UK,Battery,113,Power,16.15495346228449
2040,UK,Battery,77,Power,41.66060036560105
2030,DE,Battery,61,Power,26.0383265638192
2050,DE,PHS,17,Power,391.4732213516403
2020,UK,Battery,118,Power,16.146877600887155
2030,UK,Battery,107,Power,75.01088072670662
2050,DK,Battery,27,Power,1.8143562712500079
2050,NO,Battery,54,Power,8.261098669554922
2020,DE,H2Tank,75,H2,12.40328942174287
2050,DE,PHS,88,Power,504.3503778621789
2050,UK,PHS,109,Power,179.58954152077328
2050,FR,H2Tank,12,H2,100.0
2040,FR,H2Tank,87,H2,44.01181737377701
2020,FR,Battery,102,Power,28.742622277310705
2020,NO,H2Tank,116,H2,0.3994077437499988
2050,DE,PHS,1,Power,587.635294117647
2050,NO,Battery,84,Power,101.12438479376837
2050,FR,H2Tank,20,H2,25.5964021532114
2040,DK,Battery,117,Power,110.58149214029615
2050,DK,Battery,100,Power,602.5061857046043
2040,DK,H2Tank,23,H2,3.9473684210526314
2050,NO,Battery,88,Power,101.08394110690946
2050,DE,H2Tank,63,H2,154.44078947368422
2050,NO,PHS,39,Power,209.14020918863474
2050,UK,PHS,9,Power,163.05391313056333
2050,FR,Battery,99,Power,864.1518334168405
2030,DK,Battery,83,Power,38.6005750196695
2050,DK,H2Tank,47,H2,4.640709853508765
2050,NO,H2Tank,16,H2,14.229508153223684
2020,FR,Battery,59,Power,50.0
2050,FR,H2Tank,18,H2,48.60197368421052
2050,DE,Battery,105,Power,646.0292935482049
2020,UK,H2Tank,36,H2,10.0
2050,UK,PHS,30,Power,100.88799012561655
2040,UK,H2Tank,102,H2,17.15580972578947
2050,NO,Battery,56,Power,12.638785354003002
2050,FR,Battery,107,Power,783.6532450136428
2020,FR,H2Tank,58,H2,40.0
2050,DE,PHS,74,Power,439.139440605682
2050,DE,H2Tank,17,H2,48.66601877682984
2020,FR,H2Tank,14,H2,16.328625143980652
2030,DE,Battery,77,Power,24.251396618921056
2050,FR,PHS,52,Power,310.63473609323927
2040,DE,H2Tank,119,H2,65.0
2050,FR,PHS,86,Power,430.8725144975559
2050,DE,PHS,70,Power,431.86430838037865
2050,NO,H2Tank,11,H2,68.35075859619387
